CUAM China-Hong Kong Strategy A,E Fund (HK) China Equity Div,Allianz Global Artfcl Intlgc AT,Franklin Technology A Acc HKD,Da Cheng Overseas China Concept,Harvest China Equity A HKD Acc,Franklin Biotechnology Discv A,Da Cheng China Balanced A (HKD),Janus Henderson Balanced A2 HKD,Bosera Orient Sun Rise Grt CNH,ChinaAMC Select Fixed Inc Allc,Allianz Income and Growth AM HK,Franklin US Government A(acc)HK,E Fund (HK) HKD Mny Mkt B HKD A,AB SICAV I Low Volatility Eq A,Templeton Em Mkts Dyn Inc A MDi,CSOP Select US Dollar Bd A HKD,E Fund (HK) Select Asia HY Bd A,Allianz US Short Dur Hi Inc Bd,AB Global High Yield AA HKD Inc,Harvest China A Research Select
73.27119184193754,42.75895250532681,69.00532859680285,60.94192634560908,47.222222222222214,42.43317925078698,52.042529378847235,20.618556701030915,12.499999999999995,6.776379477250719,4.3445076621136725,8.31295843520782,1.08333333333334,1.51538056435747,4.123393768702695,0.0,-2.449324324324317,,-5.447070914696825,-11.379194254292448,35.731284359664976
72.53481894150417,43.26113946751276,68.88888888888889,54.21853388658368,45.00745156482862,41.45836680913968,46.28508530544852,21.138912855910263,10.275824770146038,6.776379477250719,4.392769984722526,7.272727272727268,0.9999999999999934,1.5358631608283184,2.281053733426374,-1.3126491646778187,-2.449324324324317,,-5.549845837615631,-11.617745910822322,35.731284359664976
70.32232391563868,43.26113946751276,67.50675067506751,54.6804835924007,42.399403874813714,39.863740077770984,47.93615850302695,21.138912855910263,10.787486515641856,6.776379477250719,4.2975337790916965,7.047387606318348,0.9999999999999934,1.5346772424234634,3.6576859360014016,-1.4285714285714404,-2.449324324324317,,-5.761316872427988,-11.826028472144376,35.731284359664976
67.29824005073728,43.26113946751276,71.37614678899081,53.86498775795734,41.35618479880774,38.43094930650581,43.29099944781888,21.138912855910263,10.832879695155134,6.776379477250719,4.198829248933421,7.607361963190174,1.1676396997497962,1.534167672281321,3.633233268585551,-2.0262216924910597,-2.449324324324317,,-5.7553956834532425,-11.866501854140903,35.731284359664976
68.23182397959184,43.26113946751276,65.97285067873301,58.792184724689186,43.27794561933534,39.32961327324337,49.04494382022472,21.138912855910263,12.31527093596059,6.776379477250719,4.224681188904887,7.7111383108935225,1.1676396997497962,1.5398878392349342,4.877399902452002,-1.1961722488038236,-1.7857142857142778,,-5.852156057494869,-11.826145552560646,35.731284359664976
67.93729110297629,43.26113946751276,63.79928315412187,54.13454800280309,43.27794561933534,39.06615037108746,48.0067377877597,21.138912855910263,10.546241211465674,6.679574056147139,4.274352889780279,5.0480769230769225,1.1686143572620933,1.5513301069146652,2.313804243429674,-2.0214030915576684,-2.4659863945578158,,-6.0574948665297725,-12.203047960555805,35.731284359664976
66.03533343943975,41.62643123189407,65.51724137931033,52.01668984700972,40.78549848942598,37.44885446918362,44.04173531026908,20.88006902502157,9.05680600214363,6.48596321393998,4.214780027204942,5.199516324062874,1.3377926421404545,1.5502427721895242,1.3352987080551515,-3.087885985748216,-2.4659863945578158,,-5.9609455292908535,-11.627646465777973,34.73323986274582
65.841229397245,41.85323383084577,60.017730496453915,53.034023149772004,41.69825625473846,36.66951554136118,42.9193899782135,19.12894961571305,9.569892473118266,6.969990319457895,4.12951526103619,4.457831325301195,1.254180602006677,1.5657223756824135,2.4132533263762115,-2.6128266033254235,-2.4659863945578158,,-6.275720164609066,-12.441679626749615,34.425155886802195
62.28264306038572,40.07701829184432,54.8758865248227,47.151681537405636,37.91044776119403,35.07626527385731,40.3659849300323,18.835616438356176,8.252947481243297,7.4540174249757944,4.195387457539595,2.527075812274357,1.3400335008375222,1.5677849216997455,1.2113055181695793,-3.317535545023689,-1.1054421768707399,,-6.269270298047289,-12.600000000000005,34.29601889089767
64.06411171943188,42.082788070803765,56.66965085049239,43.777853959547464,39.90963855421686,37.08751470578783,34.4900105152471,18.414322250639387,7.234726688102901,7.640232108317223,4.403040691608299,2.4125452352231735,1.4249790444258168,1.5720198462685304,0.47015802533628664,-3.202846975088963,-1.773648648648641,,-6.0574948665297725,-12.522241992882567,34.781205032653205
67.46362563900904,43.309118066399634,58.231173380035024,45.04504504504504,41.947565543071164,38.28796834174678,34.864300626304804,19.662447257383967,7.353730542136346,7.640232108317223,4.426773091891032,2.860548271752088,1.1715481171548165,1.5762552147142121,0.1218344791576021,-3.317535545023689,-1.773648648648641,,-5.7553956834532425,-12.498614958448753,38.09356897760396
64.44514303678088,43.18228419110109,55.58464223385687,45.99931903302691,41.28646222887062,37.05385374244302,33.861082737487244,20.10178117048347,8.453718566078107,7.744433688286551,4.418627743024529,2.6284348864994107,1.1715481171548165,1.580591475841684,1.375330816955177,-2.600472813238778,-1.773648648648641,,-5.652620760534437,-12.1561668145519,36.96730989189388
63.006363495266186,41.593158709851195,49.52951240376391,43.77127297481281,39.60176991150441,36.256032735237454,31.32895401718039,19.430485762144055,7.762312633832973,8.042635658914728,4.578885642157147,2.0214030915576684,1.0878661087866175,1.5955779160860362,0.729071735451116,-2.715466351829993,-1.021276595744674,,-5.144032921810699,-12.18324665265022,37.18315315647715
65.66746913100876,45.01820142914925,51.801029159519715,41.864406779661024,41.353936718175135,38.257480670750084,35.329949238578685,21.17647058823529,8.226495726495742,7.8412391093901315,4.721307561453585,3.214285714285709,1.4249790444258168,1.597639690857277,1.6321759459693526,-1.5402843601895617,-0.9369676320272524,,-4.943357363542743,-11.330376940133036,39.2668708261078
62.441169662834646,42.54350736278447,50.550381033022866,42.64406779661016,40.352164343360215,36.52776996053859,35.21628498727737,19.343986543313697,8.920940170940181,8.050436469447138,4.704805309822569,3.221957040572787,1.5100671140939574,1.6020771513353005,2.4699396622824143,-1.416765053128701,-0.8525149190110797,,-4.840370751802272,-10.93697899299767,36.52732169870493
67.42883807746148,45.680513340087806,54.049445865302644,44.244482173174866,43.394833948339475,39.21449126025711,34.22244589833921,20.219966159052458,9.689507494646675,8.050436469447138,4.788033898642663,4.534606205250585,1.5966386554621808,1.6064145795971396,3.1322051594379383,-0.9456264775413719,-1.5345268542199464,,-4.7422680412371045,-10.699176130037854,37.978268088403496
66.68727778636573,44.28552332575858,51.1528608027327,46.9924812030075,42.39529757531227,36.815037687273175,34.15741675075681,17.213114754098374,10.359634997316157,7.848837209302331,4.831798796285221,4.540023894862614,1.680672268907557,1.6108529785051313,4.278755430728046,-1.2971698113207688,-0.8525149190110797,,-4.648760330578505,-10.69757075997325,39.81016861602036
60.64545732639951,42.66107002465188,47.15860899067008,45.1248717071502,39.70909090909092,34.6074533241134,34.386143657666835,17.45901639344263,9.753483386923904,7.94573643410853,4.771722242141755,3.6729857819905276,1.850294365012606,1.626149786639563,2.9490031845744533,-2.0023557126030616,-0.9369676320272524,,-4.835390946502064,-10.677228606493355,37.101058923366395
59.35762816553429,39.46298887334265,49.36170212765958,42.1465076660988,38.99926416482709,34.44319880418534,24.808575803981622,16.147540983606564,8.44017094017095,7.94573643410853,4.787753232007319,2.8402366863905355,1.6778523489932826,1.6283112640116193,1.6989658468758257,-3.1802120141342707,-1.1054421768707399,,-4.835390946502064,-11.04437771104437,36.19894476626204
56.96476964769648,38.10863304534191,51.07665805340224,43.97672826830939,38.13056379821958,33.6319667201283,22.676767676767668,16.059602649006617,8.49812934259754,8.050436469447138,4.670572903713578,4.637336504161719,1.5075376884422087,1.6327520098948647,1.481481481481484,-3.533568904593648,-1.1054421768707399,,-4.933196300102779,-10.955243820975273,34.0737187765192
56.25485022505046,37.004258717061475,48.62306368330465,47.68486523842432,40.28294862248697,33.424191228654145,26.77286742034944,14.872637633525066,9.919571045576415,8.139534883720929,4.682540472234099,3.942652329749105,1.4225941422594137,1.6371916102959472,3.45973844202423,-2.014218009478672,-0.5102040816326573,,-5.035971223021584,-10.984974958263763,32.775891967678845
59.0542099192618,36.93515403390725,51.877133105802045,43.50068775790921,38.32599118942732,35.59939055611756,26.120959332638176,16.570959803117322,8.074866310160438,8.341416100872934,4.766975508294945,3.329369797859683,1.3377926421404545,1.6416316763959848,0.5339700455828167,-2.8436018957346,-1.1054421768707399,,-4.933196300102779,-11.1531190926276,36.47474449322954
59.057887894777096,39.43172124155129,54.42930153321975,47.39884393063585,40.627279358132746,35.7381254825774,27.41935483870968,16.96869851729818,9.594882729211072,8.341416100872934,4.801258563007795,4.637336504161719,1.4190317195325537,1.6569325221381368,1.7046683684506545,-2.12014134275618,-1.1054421768707399,,-4.62962962962964,-10.975202935616595,36.99498210530199
61.370072713356286,42.01343165657098,56.15848406546081,47.062818336163,43.53891336270192,39.576963560723776,27.249089963598536,19.966722129783697,9.770421783235442,8.632395732298727,4.799083802220798,4.886769964243148,1.335559265442405,1.6606816931074504,1.903069186752205,-1.4218009478672895,-0.5102040816326573,,-4.531410916580858,-10.796657381615596,41.62823303693318
65.70305272895469,44.841688654353575,67.77583187390543,52.84580889962058,46.47887323943663,43.66617177875351,29.68421052631579,22.12908633696564,11.505376344086006,8.430232558139526,4.874503439830342,8.163265306122446,1.2500000000000029,1.665419458038352,3.5044895824252555,-0.5959475566150263,-0.5102040816326573,,-4.329896907216495,-10.460577673692422,43.86783750876286
71.93482043980384,50.83500334001338,67.62402088772846,63.22963998601889,54.03963414634148,47.973503119171646,34.72736897829539,24.45008460236887,14.889009204114782,8.438409311348197,4.797778750845897,8.653846153846139,1.2500000000000029,1.670159364009023,7.443863426637956,1.6887816646562193,-0.5102040816326573,,-4.62962962962964,-10.052555071005266,45.56414419067998
70.22864775673763,49.0746904540008,63.79460400348129,60.43538355217691,51.65662650602411,45.73786046750181,30.912863070539405,24.11167512690355,13.146551724137938,8.23643410852713,4.749484833703325,8.014354066985646,1.502504173622702,1.6750994160267383,5.812626218280801,1.2004801920768264,-0.5102040816326573,,-4.634397528321329,-10.269605101241757,45.88052983064603
67.61800219538969,47.24916943521596,62.57615317667537,56.811894882434295,49.01960784313727,46.55820665644193,33.195020746887955,23.979591836734695,12.446120689655185,8.23643410852713,4.719752262792622,7.057416267942583,1.3366750208855482,1.6907131569880058,5.373606111159895,0.12019230769230513,-1.1894647408665997,,-4.7373841400618,-10.61640004474773,44.45633324724199
70.37853151806088,47.19386052719386,62.147887323943685,56.379310344827594,51.85185185185185,49.22991725845331,29.599177800616637,24.59574468085107,12.607758620689657,7.93804453049371,4.626855271409661,7.194244604316543,1.3366750208855482,1.694960566769165,5.779611181814186,2.053140096618357,-1.1894647408665997,,-4.835390946502064,-10.77777777777778,45.612109360587375
70.02551020408161,48.879589632829386,63.47517730496456,57.4938574938575,52.06106870229009,49.21818288830903,30.24466423737636,22.12765957446808,12.920738327904445,8.03484995159729,4.597231902817888,8.000000000000002,1.3377926421404545,1.6996011423094124,6.345413513872297,1.6949152542372952,-0.5947323704333074,,-4.840370751802272,-10.897364616924285,41.4612773493709
67.88095238095238,45.75040344271113,59.15119363395225,57.738095238095234,50.53435114503816,47.19797901992911,31.68681029952705,20.59322033898305,13.420621931260236,8.042635658914728,4.620455473347744,6.746987951807213,1.5075376884422087,1.7043445883519024,6.876968809618884,2.1765417170495733,-0.5947323704333074,,-4.943357363542743,-10.896152990882808,39.931926355016046
66.64277751234273,45.16565246788369,58.43694493783304,51.93717277486912,50.07668711656443,46.17713209718334,30.741316744427166,22.11784799316823,12.547735951991275,8.042635658914728,4.655588100504113,6.295399515738493,1.5088013411567454,1.709085147259803,5.933744290212424,1.9370460048426168,-0.5102040816326573,,-4.7373841400618,-10.876099298675271,41.39486403719143
62.69053388571876,43.111022364217234,54.50606585788561,51.64136957289094,48.70820668693009,43.94326513623411,29.890453834115785,19.86588432523052,13.076923076923071,8.050436469447138,4.563339874684969,5.408653846153838,1.592623637887674,1.723499255174158,6.63331397686157,0.8443908323281096,-0.5102040816326573,,-5.154639175257732,-11.01346089665147,41.295244068922266
60.18351501842994,41.01499732190679,54.45116681071738,47.315898141775655,46.07768469154607,41.50976166736354,28.897917724733354,19.763513513513512,10.936654033567946,7.953443258971874,4.636461532325608,4.545454545454555,1.76174496644296,1.7263546173473405,4.2216358839050105,-0.599520383693054,-0.5947323704333074,,-5.061983471074383,-11.092549281657208,39.63306645020845
57.88897576231431,40.045460623077936,54.28321678321677,46.67124227865478,43.78296910324038,39.099771301537,28.643216080402023,18.665540540540547,10.551948051948049,8.15533980582524,4.594411313002365,4.316546762589922,1.845637583892623,1.7303989159376352,3.8282757410980612,-2.023809523809523,-0.5947323704333074,,-4.860392967942095,-11.132159572097166,37.8814153414751
59.615384615384606,40.37175715431933,53.959965187119245,46.40998959417275,46.53992395437261,41.216333511216284,30.339928970065955,20.808761583824776,10.832879695155134,8.260447035957254,4.566214599122461,4.9457177322074815,1.9295302013422855,1.7340507941665357,4.4775459688826,-1.0739856801909502,-0.5947323704333074,,-4.761904761904771,-10.973431569546772,39.904254141607936
60.913982687358654,42.01974081783387,54.29824561403509,46.560663670929834,46.31738800303721,43.00695683657899,29.739217652958875,20.302013422818792,10.683297180043377,8.365758754863824,4.576604255404044,4.819277108433718,1.845637583892623,1.7391907354113976,4.226527832696268,-0.23952095808382723,-1.1054421768707399,,-4.865424430641829,-10.91376228775692,43.27657454894292
61.20806438760062,41.44224196855775,52.62222222222224,46.80628272251311,47.711404189294015,42.51232668188888,31.917046029337374,21.19148936170213,11.141452758055724,8.365758754863824,4.623937083316702,5.474452554744516,1.845637583892623,1.7540191938427376,4.651677436487559,-0.35928143712574084,-0.5102040816326573,,-4.5643153526971085,-10.824108241082417,40.71043795889753
62.7505070993915,42.3573511037068,49.09248055315471,47.24884629037982,48.22134387351778,43.58224536092131,31.427099433281818,20.29109589041097,11.797133406835725,8.15533980582524,4.641805201936998,4.939759036144579,1.8471872376154546,1.7566788277049652,5.854558545585451,0.0,-1.856540084388176,,-4.540763673890604,-10.692669804976454,38.650702874220556
63.80921160465497,42.01097146031526,47.882454624027645,47.97297297297296,49.32486100079429,42.189495076443826,31.400718317085694,18.749999999999996,12.27197346600331,8.260447035957254,4.582040873320638,4.939759036144579,1.8487394957983097,1.7607259712282861,6.1605616056160555,0.9708737864077678,-1.2658227848101296,,-4.437564499484002,-10.524546065904506,36.14913478212744
64.1331142152835,41.15108915025402,49.647887323943664,42.77337012763023,49.24543288324066,42.712830079400895,27.21360680340171,20.208152645273202,10.543478260869572,8.252427184466017,4.644898692125822,3.5799522673030895,1.9343986543313594,1.7649734376997523,3.9794213349749414,-0.8323424494649261,-1.856540084388176,,-4.437564499484002,-10.675162083612786,35.89639523300003
67.08119970738844,41.47034368070953,47.84482758620689,43.20900774102744,48.18325434439179,42.225714304738936,27.951564076690207,20.034542314335063,10.641799232035114,8.15533980582524,4.620600259248181,4.206730769230765,1.8471872376154546,1.7690213648151945,3.198190205819734,-1.4268727705113078,-1.773648648648641,,-4.540763673890604,-10.84552663911539,38.90713205180239
66.39471322509586,42.92056885189039,47.55784061696657,43.73695198329856,47.36012608353034,42.32456870434856,29.361914257228317,21.34733158355205,10.463215258855575,8.260447035957254,4.764044046442439,3.7081339712918724,2.018502943650128,1.7837620857637084,2.7330340639028288,-3.157894736842121,-1.773648648648641,,-4.5454545454545405,-11.113585746102455,39.85905619304135
68.20855830445645,43.756457056271095,55.879752431476554,43.64888123924267,47.196261682242984,44.79509313344364,30.372208436724573,19.99999999999999,10.048886474741996,8.463035019455264,4.748547585298168,4.801920768307327,2.100840336134454,1.7862275817089304,2.1739130434782603,-2.7972027972027997,-1.773648648648641,,-4.451345755693579,-11.102449888641425,42.090359000848615
75.60398302317988,47.6633567113395,57.83879539415413,50.564174894217224,52.95974743488555,48.670380140058626,33.535967578520776,22.659667541557305,11.373626373626376,8.365758754863824,4.744113563030077,5.7038834951456385,1.9311502938707004,1.790580223723389,4.050925925925936,-0.8206330597889626,-1.773648648648641,,-4.451345755693579,-10.854012966689016,44.11873224366305
76.5359477124183,49.1606043648573,57.21877767936228,51.20738636363635,54.09705648369134,49.1084964514268,35.41984732824428,22.735191637630656,10.946094609460957,8.268482490272389,4.718207081309098,4.951690821256041,2.0168067226890773,1.7948341765928195,4.111121052160686,-1.520467836257319,-2.4328859060402612,,-4.356846473029044,-10.943438408227133,46.486551304283644
73.0973162574435,45.30924252953439,54.01396160558462,51.883745963401495,52.468152866242015,46.49379812515363,36.08247422680412,21.372719374457002,11.314475873544088,7.8793774319066205,4.617398429225218,4.589371980676338,1.9295302013422855,1.798884941154085,4.741262530479545,-1.875732708089099,-2.2689075630252065,,-4.658385093167694,-11.170748071117083,43.10316201158542
65.37400488689211,40.74701735357916,47.73697694278394,45.951557093425606,44.888547271329756,40.422372439262176,32.40139790314527,18.227848101265824,9.284543965046439,7.6699029126213505,4.596999999999998,2.6159334126040505,2.443133951137329,1.8133325401428722,2.0630853507686813,-4.142692750287681,-2.9411764705882324,,-4.766839378238351,-11.724061072105215,44.68785743275652
61.01027265003477,35.27059450813118,44.65776293823036,40.59539918809203,38.96783844427823,34.87872544291985,25.58823529411766,15.186721991701244,8.383233532934126,7.774538386783292,,0.4689331770222852,2.2746419545071723,1.8157011747721463,0.7217356863090326,-5.574516496018186,-2.9411764705882324,,-4.87046632124353,-12.186180848700289,42.675165110873316
54.66114457831327,31.529350173417974,40.13157894736841,38.203753351206444,34.643377001455605,33.25255117933638,28.37438423645319,11.937857726901056,7.767517653449211,7.677356656948502,,-0.8177570093457976,2.53378378378379,1.8249032909343772,0.5662613581493314,-5.643340857787811,-2.8595458368376776,,-4.87046632124353,-11.752302741094223,38.708814522377594
53.40361445783133,31.5162620247366,37.82894736842106,35.16266841932305,35.225618631732154,31.592637916085035,26.845965770171162,12.428454619787402,7.123583378305452,7.482993197278926,,-0.23419203747072104,2.5359256128486956,1.8241099840644577,0.40088892762211314,-5.723905723905721,-2.8595458368376776,,-5.077720207253888,-12.327557664716922,38.83333948271408
51.487758945386055,29.819395367098544,37.86644951140066,31.45662847790506,34.279475982532745,30.85252007053978,29.014778325123153,11.421528348397704,6.138933764135706,7.385811467444136,,-0.7025761124121631,2.4513947590870595,1.8286648168459354,-1.353279432746766,-6.830907054871214,-2.777777777777778,,-4.974093264248709,-12.619966905681203,35.280227281112786
46.82219231344398,27.396903863665926,36.37860082304527,31.61478599221791,32.36574746008708,27.09006672975065,30.69744597249509,9.582309582309582,6.458557588805183,7.49027237354087,,-0.9345794392523372,2.5380710659898384,1.8443340411793847,-0.9431513368521149,-7.039106145251386,-2.777777777777778,,-4.974093264248709,-12.600684100187578,31.760321735601213
45.328076179140005,26.325623349011007,35.18518518518518,30.39215686274509,30.935251798561143,26.575720416922135,28.955223880597014,9.269893355209195,6.713589604764494,7.594936708860771,,-1.5222482435597076,2.5380710659898384,1.8467160235198947,-1.018143845450987,-8.156424581005572,-2.777777777777778,,-4.875518672199177,-12.891141472014105,29.808508283215883
52.81240724250519,32.65888456549936,40.60705496308451,30.01936733376372,34.87031700288183,33.452269247864095,29.003906250000004,14.533443435177537,6.9077172153264845,7.602339181286545,,0.11695906432748288,2.5380710659898384,1.851080334168562,-0.8975026014568129,-8.370535714285714,-2.6958719460825487,,-4.875518672199177,-12.640759549569443,36.71088071431207
49.64660367532177,32.136585365853655,42.39669421487604,34.67715503113734,33.96226415094341,32.75282368031083,31.882640586797066,15.583333333333327,8.175419599350308,7.5121951219512155,,0.3521126760563514,2.709568162574092,1.8553459119496831,0.6559228530472138,-7.93296089385474,-2.6958719460825487,,-4.67775467775467,-12.591281256915241,35.28391690956719
