CUAM China-Hong Kong Strategy A,E Fund (HK) China Equity Div,Allianz Global Artfcl Intlgc AT,Franklin Technology A Acc HKD,Da Cheng Overseas China Concept,Harvest China Equity A HKD Acc,Franklin Biotechnology Discv A,Da Cheng China Balanced A (HKD),Janus Henderson Balanced A2 HKD,Bosera Orient Sun Rise Grt CNH,ChinaAMC Select Fixed Inc Allc,Allianz Income and Growth AM HK,Franklin US Government A(acc)HK,E Fund (HK) HKD Mny Mkt B HKD A,AB SICAV I Low Volatility Eq A,Templeton Em Mkts Dyn Inc A MDi,CSOP Select US Dollar Bd A HKD,E Fund (HK) Select Asia HY Bd A,Allianz US Short Dur Hi Inc Bd,AB Global High Yield AA HKD Inc,Harvest China Income A HKD Inc,Harvest China A Research Select,E Fund (HK) Grtr Chn Leaders A
-2.182290733106284,4.260327717516727,-1.9928461931527877,0.6734738214208175,3.201600800400203,0.5654341194851455,5.5941358024691334,0.13351134846461665,0.6776379477250754,0.09009009009008817,0.17340547506467155,-1.1185682326621884,0.3300330033003377,0.013332321244707809,0.3542061986084771,0.5959475566150051,0.6926406926406932,-0.3730746682300211,-1.5151515151515214,-0.3279515640766967,0.4949909284531135,0.33034959881583026,1.3303353944163405
-0.30165912518854837,2.3146440427886437,-4.5500505561173,-4.261302184728529,0.2014098690835808,0.4520365854732146,-2.3114816218264473,-0.1340482573726513,-1.7399710004833395,0.0901713255184832,-0.015159697943016817,-2.4691358024691428,0.2477291494632629,0.013137816670039444,-2.1330304177710433,-0.5973715651134879,0.0,-0.6815200349825576,-1.8418201516793058,-1.247479838709671,0.31114798790967596,-0.7751248459280524,-1.621372639336703
0.009178522257927693,2.200580578705866,-4.9064238745574045,-5.447470817120614,1.896463352127101,0.6174671444580798,-5.150375939849628,-0.6743088334457158,-2.7589545014520827,0.09025270758122551,0.021797642063762543,-3.5674470457079184,0.16501650165017617,0.013137944524785063,-3.9526357928448004,0.0,0.0,-0.9959161041979863,-1.843817787418654,-1.6633064516128946,0.01977241945211637,-0.43122590444807324,-0.4315196998123769
-1.0895718890452717,-0.9412091988130569,-3.627204030226712,-6.5598290598290605,-0.7564296520423529,-0.6358177322500873,-6.553128470936701,-1.4150943396226352,-4.499760651029207,0.09025270758122551,0.05593795627358838,-4.5707915273132675,0.16515276630884682,0.013138366463102201,-6.237257104814217,-0.7211538461538521,0.0,-0.9316372484152612,-1.956521739130432,-1.839717741935476,-0.11692313789995065,-2.7211403843706137,-3.600219860754849
1.0206883925302204,1.663800715713163,-3.225806451612906,-3.971812940422805,2.54323499491353,1.3622842754358855,-4.2227204783258685,-0.06752194463200396,-3.63984674329501,-0.0900090009000881,0.08438098488727624,-2.690582959641258,0.1652892561983436,0.01323584227157878,-5.04877845409823,0.24067388688326802,-0.6878761822871888,-0.8759201963085436,-4.952581664910439,-0.7575757575757683,-0.31933404516153885,-0.6034641900020874,-1.320374105996697
-1.069038314692553,-1.9493797428091026,-3.8194444444444424,-5.76105442176871,-1.2462612163509472,-1.2557964004841042,-6.857352401906861,-0.540540540540541,-4.443382704252268,0.0,0.04358619644109171,-4.405286343612339,0.1652892561983436,0.013430630791973869,-6.221799064453368,-0.8383233532934166,0.0,-1.0301269567623252,-1.8358531317494593,-1.0690479185008281,-0.6511673726726444,-3.1792927065878804,-5.37230714221865
-3.773919992896157,-2.783354626756705,-2.5474525474525374,-3.7644584647739205,-2.3175542406311753,-2.2851616950097613,-5.493314058547174,-0.6109979633401212,-2.6628625772705767,0.0,0.17262802454732776,-2.317880794701996,0.1652892561983436,0.014501456471797063,-3.830155265433883,0.0,0.0,-0.8819899565920586,-1.0822510822510785,-0.49001130795326114,-0.5799241864815622,-3.9254003187371898,-6.997240274192112
-3.8094392398881167,-3.5772951268479667,1.4307613694430308,-4.514767932489453,-2.7613412228796954,-2.6824296069138622,-5.31488896978521,0.0,-2.801519468186134,0.09009009009008817,0.09674757419686326,-1.3377926421404793,0.0,0.011289724501523183,-3.9740536989900677,-0.7134363852556539,0.0,-0.9394416546089133,-0.6500541711809371,-0.37731103005912636,-0.46177324865848873,-4.006981862335879,-7.023947298139411
-0.44115619686595325,-1.4457606566551602,1.0730710270822732,-0.6676717639457297,-0.15189873417722094,-0.7322556852011465,-3.732162458836442,1.3764624913971168,-0.6235011990407796,0.7252946509519499,0.12238856947686129,-0.7803790412486096,0.08257638315441608,0.014696607516861186,-1.2554040571998712,0.4784688995215422,0.0,-0.8919922935272101,-0.6500541711809371,-0.1007049345417904,-0.33518671871919575,-1.7337148628177057,-6.180380883938192
1.6515276630883706,3.4713529128550835,1.1874032008260218,0.35080026310020546,0.8130081300813016,2.4047482979115924,-3.6724201248622843,5.769230769230774,-0.0965717044905822,0.7252946509519499,0.18035292219195367,-0.11210762331838327,0.16515276630884682,0.014599421084275992,-0.7804959926146673,0.7211538461538521,0.0,-0.03517223738062889,0.3260869565217515,0.0,0.13829345871940313,5.607241639426706,-3.788916278645125
